epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,488.168,0.31758,0.93229,1,0.17307,0.000235264,0.000235264,0.000235264
2,942.346,0.19658,0.94792,1,0.1197,0.00043422,0.00043422,0.00043422
